CASE_SEQUENCE,WARD,CREATION_MONTH,N_POTHOLES_FILLED_ON_BLOCK,N_DAYS_FOR_COMPLETION,LATITUDE,LONGITUDE
5705,41,2,2.807354922,0,41.99535698,-87.81655724
5706,36,2,3.321928095,0,41.94578839,-87.77908794
5707,44,2,0,0,41.94253418,-87.64949887
5708,10,2,1,0,41.70789989,-87.58482289
5709,10,2,1.584962501,0,41.70794229,-87.58303421
5710,10,2,0,0,41.70800795,-87.57814487
5711,10,2,1,0,41.70804238,-87.57588915
5712,10,2,2,0,41.70807305,-87.57386257
5713,7,2,1.584962501,0,41.70812202,-87.57051236
5714,7,2,0,0,41.70815708,-87.5680768
5715,23,2,2,0,41.79106589,-87.76727507
5716,23,2,2.807354922,0,41.79242578,-87.78317609
5717,13,2,1,0,41.79184896,-87.77920409
5718,45,2,3.321928095,0,41.96801493,-87.75278114
5719,41,2,2,0,41.97382205,-87.84169933
5720,41,2,1.584962501,0,41.97567355,-87.8416935
5721,41,2,3.169925001,0,41.9774537,-87.84168221
5722,41,2,3.700439718,0,41.97926354,-87.84166873
5723,23,2,3.700439718,0,41.79322601,-87.73302408
5724,38,2,1.584962501,0,41.94053789,-87.81798343
5725,38,2,0,0,41.94104323,-87.8266076
5726,38,2,4.64385619,0,41.94284528,-87.83157161
5727,38,2,1,0,41.93966716,-87.83502245
5728,38,2,4.321928095,0,41.94319846,-87.83280685
5729,38,2,4.906890596,0,41.94289637,-87.82891813
5730,38,2,2.321928095,0,41.94289637,-87.82891813
5731,45,2,3.906890596,1,41.98622859,-87.78024705
5732,45,2,0,1,41.98481888,-87.7829133
5733,45,1,3,1.584962501,41.96902582,-87.74974703
5734,38,1,2,1.584962501,41.94601906,-87.80471649
5735,38,1,1.584962501,1.584962501,41.94702336,-87.80430949
5736,10,1,0,1.584962501,41.71620444,-87.55804032
5737,10,1,2,1.584962501,41.71472432,-87.55357046
5738,47,1,1.584962501,1.584962501,41.9670685,-87.67480433
5739,23,1,1,1.584962501,41.79254131,-87.76661488
5740,23,1,4.523561956,1.584962501,41.78155807,-87.71889251
5741,47,1,1,2,41.94510282,-87.68078487
5742,23,1,0,2,41.79093898,-87.76595901
5743,47,1,2.321928095,2,41.95745234,-87.67373499
5744,47,1,3.321928095,2,41.95797949,-87.6743577
5745,10,1,1.584962501,2.584962501,41.70798302,-87.58058694
5746,10,1,0,2.321928095,41.7301896,-87.55101212
5747,46,1,1,3.459431619,41.96919914,-87.65489455
5748,10,1,1.584962501,3.459431619,41.71721682,-87.55115019
5749,10,1,0,3.459431619,41.71891427,-87.55088129
5750,46,1,2.321928095,3.321928095,41.9542963,-87.64533817
5751,23,2,4.857980995,0,41.77968103,-87.79122129
5752,23,2,4.754887502,0,41.78151219,-87.79128789
5753,23,2,3.459431619,0,41.78154681,-87.71562458
5754,23,2,1,0,41.77832686,-87.75328259
5755,23,2,3.807354922,0,41.7923115,-87.78919719
5756,23,2,3.584962501,0,41.79210832,-87.78839153
5757,23,2,2.584962501,0,41.77870786,-87.72770799
5758,16,2,0,0,41.79954247,-87.67675162
5759,20,2,1,0,41.80125677,-87.66107374
5760,15,2,2,0,41.80131364,-87.67687769
5761,16,2,1,0,41.80108022,-87.67796186
5762,15,2,1.584962501,0,41.80129062,-87.67875932
5763,15,2,0,0,41.80103147,-87.68168809
5764,49,2,0,0,42.0108963,-87.66569099
5765,14,2,2,0,41.80125749,-87.68428112
5766,14,2,1.584962501,0,41.79571832,-87.69399877
5767,14,2,1,0,41.79400631,-87.69395346
5768,16,2,0,0,41.78928217,-87.69352849
5769,14,2,0,0,41.79745607,-87.69350472
5770,42,2,1.584962501,0,41.88926542,-87.62786766
5771,42,2,0,0,41.89251729,-87.62794972
5772,42,2,1,0,41.89330776,-87.62796757
5773,42,2,0,0,41.89491789,-87.62800734
5774,2,2,0,0,41.89760178,-87.6280777
5775,42,2,3.169925001,0,41.89997228,-87.62814385
5776,2,2,2.807354922,0,41.89917723,-87.62841359
5777,1,2,2.807354922,0,41.90130485,-87.66758377
5778,43,2,4,0,41.91102851,-87.64833581
5779,32,2,2,0,41.91073787,-87.66784
5780,45,2,1.584962501,0,41.95182465,-87.73815639
5781,45,2,1,0,41.94950614,-87.7401805
5782,30,2,1.584962501,0,41.94379604,-87.73132736
5783,30,2,2.321928095,0,41.94569777,-87.72931139
5784,2,2,0,0,41.89671758,-87.62834729
5785,2,2,1.584962501,0,41.89579053,-87.62832483
5786,2,2,1,0,41.8949145,-87.62830113
5787,42,2,0,0,41.89250117,-87.62824274
5788,42,2,0,0,41.89090369,-87.62818612
5789,42,2,1.584962501,0,41.88931871,-87.62815267
5790,42,2,0,0,41.88755787,-87.62815306
5791,9,2,0,0,41.72189312,-87.6205131
5792,9,2,0,0,41.69081971,-87.61346453
5793,9,2,1,0,41.68900798,-87.6134122
5794,9,2,0,0,41.68719949,-87.61335741
5795,9,2,2.321928095,0,41.68554674,-87.61195849
5796,9,2,2.584962501,0,41.68555226,-87.61138164
5797,9,2,0,0,41.6855643,-87.61013385
5798,9,2,2,0,41.68558118,-87.60820712
5799,9,2,1.584962501,0,41.68530854,-87.61694078
5800,23,2,2,2,41.7984073,-87.72316236
5801,9,2,1,2,41.70722239,-87.62750702
5802,13,2,2,2,41.77766632,-87.7889946
5803,43,2,3.584962501,2,41.92566285,-87.64255481
5804,44,2,3,1.584962501,41.94463684,-87.6495351
5805,23,2,3,1.584962501,41.79316387,-87.71839673
5806,44,2,2.321928095,1.584962501,41.94470691,-87.64138409
5807,13,2,1.584962501,2.321928095,41.78757591,-87.72285842
5808,43,2,2,2.321928095,41.92357449,-87.65923821
5809,43,2,3,2.321928095,41.91468178,-87.65096262
5810,43,2,1,2.321928095,41.92880306,-87.65922368
5811,9,2,1,2.321928095,41.72078904,-87.62042068
5812,9,2,0,2.321928095,41.71086734,-87.61400673
5813,26,2,1,2.321928095,41.92071058,-87.72708965
5814,26,2,3,2.321928095,41.8975335,-87.69413586
5815,48,2,2.807354922,2.321928095,41.98173892,-87.65810962
5816,48,2,2.321928095,2.321928095,41.97832313,-87.65801596
5817,48,2,1,2.321928095,41.97629489,-87.65442367
5818,26,2,3.584962501,2.321928095,41.90418531,-87.69183632
5819,23,2,3.459431619,2.321928095,41.77880107,-87.74245179
5820,43,2,1.584962501,2.321928095,41.90481137,-87.62856191
5821,43,2,2.584962501,2.321928095,41.9143492,-87.64822167
5822,44,1,5.209453366,2.584962501,41.93661946,-87.64437177
5823,44,1,3.459431619,2.584962501,41.93566926,-87.64194838
5824,9,1,0,2.584962501,41.70740512,-87.60667222
5825,27,1,0,3.169925001,41.88093468,-87.66032268
5826,27,1,2,3,41.90266934,-87.66397891
5827,27,1,1,3,41.88652935,-87.65945115
5828,43,1,2,3.584962501,41.91820981,-87.65367402
5829,27,1,1,3.459431619,41.88436585,-87.69047153
5830,9,1,3.321928095,3.321928095,41.71124586,-87.61372379
5831,9,1,1.584962501,4.087462841,41.71218935,-87.62022083
5832,9,1,0,3.807354922,41.68539921,-87.61124747
5833,34,2,1.584962501,0,41.67802945,-87.632335
5834,41,2,1,0,41.97796102,-87.81703438
5835,34,2,2,0,41.67801546,-87.63353725
5836,41,2,4.169925001,0,41.98164997,-87.81692204
5837,41,2,5.321928095,0,41.98166646,-87.81637518
5838,36,2,1,0,41.93445848,-87.78565644
5839,30,2,0,0,41.92542704,-87.7853559
5840,36,2,2.584962501,0,41.9235373,-87.78816955
5841,29,2,2.807354922,0,41.92373782,-87.79153149
5842,36,2,3.584962501,0,41.92346187,-87.79859683
5843,36,2,1.584962501,0,41.92348867,-87.79529732
5844,30,2,1,0,41.93053581,-87.76142794
5845,36,2,0,0,41.92351129,-87.79242605
5846,30,2,3.321928095,0,41.93050642,-87.76388253
5847,29,2,4,0,41.92354609,-87.78863062
5848,25,2,3.169925001,0,41.87545706,-87.63977121
5849,25,2,1,0,41.87346916,-87.63954955
5850,25,2,3,0,41.87199033,-87.63949791
5851,31,2,2.321928095,0,41.94596743,-87.75072056
5852,25,2,4.523561956,0,41.87046234,-87.63944664
5853,30,2,3.321928095,0,41.94605637,-87.74391655
5854,25,2,0,0,41.86888416,-87.63939254
5855,30,2,4.321928095,0,41.94663522,-87.72028026
5856,25,2,0,0,41.86888971,-87.63909893
5857,25,2,2,0,41.87046769,-87.63915301
5858,25,2,2.584962501,0,41.87347484,-87.63925592
5859,25,2,4.64385619,0,41.87546256,-87.63947757
5860,21,2,2.584962501,0,41.73577102,-87.67222985
5861,21,2,1.584962501,0,41.73558,-87.67064863
5862,21,2,4.087462841,0,41.73559352,-87.66960934
5863,21,2,2.321928095,0,41.73560036,-87.66907678
5864,21,2,3.459431619,0,41.73561795,-87.66770523
5865,21,2,3.321928095,0,41.73564741,-87.66555421
5866,21,2,2,0,41.73574485,-87.65871771
5867,21,2,0,0,41.73575698,-87.65782823
5868,21,2,2,0,41.7357822,-87.65619326
5869,21,2,0,0,41.73597329,-87.65806838
5870,21,2,0,0,41.73586532,-87.650517
5871,21,2,0,0,41.73589272,-87.64855
5872,21,2,4.392317423,0,41.73219441,-87.66545091
5873,41,2,4.321928095,0,41.97633777,-87.79990553
5874,3,2,2.321928095,0,41.85775051,-87.61969554
5875,3,2,0,0,41.85656776,-87.61897694
5876,3,2,1,0,41.85549875,-87.61895307
5877,3,2,0,0,41.85791836,-87.62760776
5878,3,2,1.584962501,0,41.85728869,-87.63006852
5879,3,2,1,0,41.85750201,-87.62733462
5880,3,2,1,0,41.84936204,-87.62621023
5881,25,2,0,0,41.85520241,-87.63026314
5882,3,2,0,0,41.85968388,-87.62095496
5883,3,2,3,0,41.85414552,-87.62620595
5884,41,2,1.584962501,0,41.97502407,-87.8219917
5885,41,2,3,0,41.97517558,-87.82198517
5886,30,2,2.584962501,0,41.93877622,-87.75926218
5887,31,2,2.584962501,0,41.93506868,-87.76398286
5888,40,2,2.807354922,0,41.9886662,-87.69948899
5889,34,2,1,0,41.67992724,-87.62523274
5890,50,2,2.807354922,0,41.99725364,-87.71078927
5891,40,2,2.584962501,0,41.98299972,-87.70164449
5892,34,2,0,0,41.67991183,-87.62648757
5893,34,2,0,0,41.68172133,-87.62826658
5894,40,2,3.459431619,0,41.98320718,-87.7040652
5895,34,2,1,0,41.68884598,-87.62794435
5896,39,2,3.807354922,0,41.98318997,-87.70699963
5897,34,2,0,0,41.68705376,-87.62788504
5898,34,2,1.584962501,0,41.68810817,-87.62682872
5899,34,2,0,0,41.68812051,-87.6257939
5900,34,2,2,0,41.68771295,-87.62582631
5901,34,2,3,0,41.69154638,-87.62499155
5902,34,2,1,0,41.69072469,-87.62319764
5903,34,2,1.584962501,0,41.68890708,-87.62314161
5904,41,2,3,0,41.9815872,-87.81938576
5905,41,2,3.584962501,0,41.98140443,-87.81770076
5906,34,2,0,0,41.68705144,-87.62308697
5907,34,2,1,0,41.68874539,-87.63275484
5908,34,2,0,0,41.68692896,-87.63268951
5909,41,2,3.169925001,0,41.97440843,-87.81651969
5910,38,2,1.584962501,0,41.95286317,-87.8036683
5911,41,2,2.321928095,0,41.97434197,-87.81904849
5912,41,2,2.584962501,0,41.97432437,-87.8197543
5913,41,2,2.321928095,0,41.9742368,-87.82310106
5914,41,2,2.584962501,0,41.97421861,-87.82388732
5915,41,2,3.321928095,0,41.97419538,-87.824746
5916,41,2,4.321928095,0,41.97414056,-87.82685277
5917,41,2,3.169925001,0,41.97410507,-87.82901813
5918,41,2,2,0,41.97405734,-87.8317788
5919,0,2,0,0,41.97382015,-87.8328478
5920,0,2,1,0,41.97382015,-87.8328478
5921,41,2,0,0,41.97387705,-87.82951714
5922,45,2,3,0,41.97669964,-87.76569782
5923,38,2,2.321928095,0,41.95282314,-87.80712459
5924,0,2,0,0,41.97397121,-87.82491689
5925,24,2,0,0,41.85167446,-87.72356211
5926,41,2,2,0,42.01180469,-87.80678441
5927,41,2,2.584962501,0,41.97464056,-87.80755664
5928,24,2,1,0,41.85164225,-87.72571018
5929,38,2,2.321928095,0,41.95280525,-87.78667835
5930,24,2,2.321928095,0,41.85151151,-87.73437475
5931,41,2,2.321928095,0,41.97626545,-87.83676599
5932,24,2,1.584962501,0,41.85331206,-87.73470773
5933,0,2,1.584962501,0,41.97496476,-87.83648107
5934,24,2,2.321928095,0,41.85424237,-87.73473847
5935,24,2,3.321928095,0,41.85684148,-87.73482282
5936,41,2,1.584962501,0,41.97557927,-87.83052904
5937,24,2,1,0,41.85776804,-87.73455986
5938,24,2,1.584962501,0,41.85820417,-87.73457283
5939,45,2,1.584962501,0,41.95352435,-87.7474383
5940,24,2,2.321928095,0,41.86200892,-87.73468963
5941,38,2,1.584962501,0,41.94537336,-87.80707033
5942,38,2,1,0,41.94505743,-87.82174475
5943,24,2,2.321928095,0,41.86520665,-87.73479327
5944,24,2,0,0,41.8661603,-87.71779039
5945,24,2,2.321928095,0,41.86411186,-87.73505528
5946,24,2,1,0,41.86194724,-87.73498148
5947,24,2,2.584962501,0,41.85694296,-87.73482634
5948,24,2,1.584962501,0,41.85684148,-87.73482282
5949,25,2,2.807354922,0,41.85224519,-87.67841789
5950,22,2,0,0,41.85136249,-87.73001183
5951,24,2,1,0,41.85165437,-87.72488298
5952,22,2,1,0,41.8514566,-87.72343304
5953,24,2,1,0,41.85267421,-87.7207946
5954,24,2,0,0,41.85315509,-87.72089578
5955,24,2,1.584962501,0,41.85349887,-87.72090476
5956,6,2,1.584962501,0,41.74362488,-87.61939534
5957,34,2,3.906890596,0,41.71522124,-87.64310527
5958,21,2,1.584962501,0,41.7360551,-87.65273656
5959,21,2,3.700439718,0,41.73604409,-87.65340424
5960,21,2,2.584962501,0,41.73597057,-87.65826818
5961,21,2,1,0,41.73586034,-87.66601509
5962,29,2,0,1,41.87743066,-87.75707376
5963,3,2,4.906890596,1,41.83293223,-87.62629593
5964,12,2,5.129283017,1,41.83600666,-87.69977096
5965,12,2,0,1,41.82362321,-87.70400169
5966,12,2,4.321928095,1,41.83032871,-87.68833801
5967,3,2,3.321928095,0,41.82373206,-87.63326566
5968,38,2,3.321928095,0,41.9529842,-87.78908383
5969,34,2,0,2,41.68516922,-87.62783379
5970,29,2,0,1.584962501,41.89856818,-87.7668863
5971,3,2,4.906890596,2.321928095,41.83274287,-87.62680429
5972,12,2,3.321928095,2.584962501,41.85465144,-87.69568657
5973,21,2,3,2.584962501,41.73575485,-87.65798479
5974,12,1,6.321928095,2.807354922,41.83218433,-87.67547416
5975,34,1,0,3.169925001,41.67890999,-87.63244341
5976,34,1,1.584962501,3.906890596,41.67943366,-87.62618715
5977,12,1,2.321928095,3.584962501,41.83488485,-87.68441071
5978,19,2,1,0,41.700877,-87.67119323
5979,19,2,1.584962501,0,41.69915455,-87.67137302
5980,19,2,1,0,41.69730039,-87.6714184
5981,19,2,1.584962501,0,41.69542763,-87.67175306
5982,19,2,0,0,41.6943507,-87.67171992
5983,19,2,0,0,41.69193661,-87.67204745
5984,19,2,2.321928095,0,41.70451104,-87.67101904
5985,19,2,3.906890596,0,41.70286764,-87.67101483
5986,19,2,4.321928095,0,41.700877,-87.67119323
5987,19,2,0,0,41.69915455,-87.67137302
5988,40,2,1.584962501,0,41.96846036,-87.69394139
5989,16,2,5.321928095,0,41.78631361,-87.69373918
5990,39,2,1,0,41.99155544,-87.78256031
5991,45,2,2.321928095,0,41.97584243,-87.7677212
5992,45,2,2.584962501,0,41.97959091,-87.77149819
5993,45,2,2,0,41.97409445,-87.76614884
5994,45,2,1.584962501,0,41.96950931,-87.76233991
5995,45,2,1.584962501,0,41.96419204,-87.75773674
5996,45,2,3.584962501,0,41.96138993,-87.75495633
5997,45,2,2,0,41.9625575,-87.75597206
5998,45,2,1,0,41.98539309,-87.78644627
5999,41,2,2,0,41.99446628,-87.8023531
6000,41,2,1.584962501,0,41.99811926,-87.80845695
6001,41,2,0,0,42.000622,-87.81297965
6002,41,2,1,0,41.99596843,-87.80533743
6003,41,2,2.321928095,0,41.98894785,-87.79330094
6004,16,2,6.022367813,0,41.78266568,-87.69363992
6005,16,2,5.95419631,0,41.78084438,-87.69358705
6006,8,2,0,0,41.75147372,-87.59787307
6007,19,2,3.700439718,0,41.70286764,-87.67101483
6008,33,2,2.321928095,1,41.96835658,-87.70710948
6009,49,2,2.321928095,1,41.99825796,-87.66431067
6010,28,2,2,1,41.87716429,-87.72046426
6011,47,2,3,1,41.96918565,-87.6887713
6012,47,2,0,1,41.95595264,-87.68894813
6013,28,2,5.129283017,2,41.88494997,-87.71616693
6014,28,2,5.087462841,1.584962501,41.88335532,-87.71566523
6015,33,2,2.321928095,1.584962501,41.93947138,-87.70310203
6016,28,2,3.584962501,1.584962501,41.88688347,-87.73828039
6017,28,2,0,1.584962501,41.88074482,-87.72060409
6018,28,2,2,1.584962501,41.88068576,-87.72039666
6019,48,2,2.584962501,2.584962501,41.98648084,-87.65543244
6020,15,2,4.584962501,2.584962501,41.77921864,-87.6730876
6021,8,2,2.321928095,2.584962501,41.75298763,-87.58533291
6022,28,2,6.087462841,2.321928095,41.88135448,-87.75524632
6023,8,2,3.321928095,2.807354922,41.75324131,-87.58621999
6024,15,2,5.781359714,2.807354922,41.79517044,-87.68421944
6025,8,2,2.321928095,2.807354922,41.75149713,-87.59543207
6026,8,2,1,2.807354922,41.75152466,-87.59299412
6027,8,2,4.169925001,2.807354922,41.75154777,-87.59056534
6028,28,1,3.321928095,3,41.87541818,-87.72218883
6029,28,1,4.584962501,3,41.8743399,-87.73536536
6030,47,1,2,3.321928095,41.9553295,-87.68865221
6031,8,1,5.321928095,4,41.75196135,-87.58533197
6032,8,1,1,3.807354922,41.7514606,-87.58597199
6033,8,1,1.584962501,3.807354922,41.7513924,-87.58566794
6034,41,2,1,0,41.98634263,-87.83710395
6035,47,2,0,0,41.97412953,-87.6599553
6036,47,2,0,0,41.97552942,-87.65999238
6037,47,2,2.321928095,0,41.97071834,-87.66963589
6038,47,2,1,0,41.96514918,-87.66756852
6039,46,2,0,0,41.96522903,-87.66164465
6040,46,2,3,0,41.96520578,-87.66351424
6041,46,2,0,0,41.96547545,-87.65970156
6042,15,2,5.285402219,0,41.80877779,-87.66016878
6043,2,2,1,0,41.91060814,-87.67757728
6044,2,2,1,0,41.91111878,-87.67838605
6045,32,2,0,0,41.91295599,-87.68122627
6046,32,2,2,0,41.91295599,-87.68122627
6047,32,2,1.584962501,0,41.91411298,-87.6830153
6048,0,2,3.169925001,0,42.01880556,-87.81886319
6049,41,2,2.321928095,0,41.99745713,-87.76582072
6050,0,2,2.807354922,0,41.99740881,-87.75222343
6051,41,2,3,0,41.99741602,-87.75508249
6052,15,2,6,0,41.80861852,-87.67481801
6053,12,2,5.392317423,0,41.80861068,-87.67723618
6054,41,2,2.584962501,0,41.99743743,-87.7638592
6055,12,2,5.523561956,0,41.80856529,-87.6799378
6056,12,2,5.169925001,0,41.80854211,-87.68208382
6057,41,2,3.321928095,0,42.0040576,-87.78147036
6058,41,2,2.321928095,0,42.00931076,-87.77994556
6059,19,2,3.321928095,0,41.68975523,-87.6812366
6060,19,2,4.169925001,0,41.68811088,-87.68118593
6061,19,2,2.584962501,0,41.70628233,-87.68176359
6062,19,2,2.321928095,0,41.70810544,-87.68182033
6063,19,2,3.321928095,0,41.70626652,-87.6816841
6064,32,2,1.584962501,0,41.9146902,-87.68389692
6065,32,2,2.321928095,0,41.91608885,-87.68605893
6066,32,2,3,0,41.91662075,-87.68687265
6067,32,2,2.584962501,0,41.91648682,-87.68711407
6068,32,2,1.584962501,0,41.9159237,-87.68625257
6069,32,2,1,0,41.91460002,-87.6842056
6070,32,2,0,0,41.91403515,-87.68334144
6071,32,2,0,0,41.91268488,-87.68125704
6072,32,2,1.584962501,0,41.91218805,-87.68049072
6073,9,2,4.169925001,0,41.68158702,-87.60229374
6074,9,2,3,0,41.67622881,-87.60209119
6075,9,2,3.807354922,0,41.67418609,-87.60139954
6076,9,2,3.321928095,0,41.6725362,-87.60022504
6077,9,2,4.087462841,0,41.67099564,-87.59890092
6078,9,2,4.392317423,0,41.66950983,-87.59762156
6079,40,2,3.169925001,0,41.98133817,-87.6992468
6080,40,2,1,0,41.9758611,-87.69907114
6081,9,2,3.321928095,0,41.66768125,-87.59604559
6082,9,2,3,0,41.66562598,-87.59427429
6083,41,2,1,0,41.98087431,-87.8440686
6084,0,2,2.321928095,0,41.96664978,-87.8398267
6085,15,2,5.044394119,0,41.8087458,-87.66259697
6086,15,2,4.321928095,0,41.80869076,-87.66745789
6087,15,2,3.169925001,0,41.80866641,-87.66989052
6088,15,2,5.672425342,0,41.80863899,-87.67232001
6089,20,2,1,0,41.80573393,-87.66474567
6090,48,2,0,0,41.97634202,-87.66581783
6091,47,2,3.321928095,0,41.97627639,-87.66001229
6092,47,2,2.321928095,0,41.97440315,-87.65996273
6093,46,2,2.584962501,0,41.97230888,-87.65990568
6094,46,2,0,0,41.97044925,-87.65985608
6095,46,2,2,0,41.96542864,-87.65765606
6096,47,2,1,0,41.96171711,-87.66814905
6097,46,2,2,0,41.96645582,-87.65798433
6098,46,2,1.584962501,0,41.97135474,-87.65958573
6099,48,2,0,0,41.97270689,-87.65962161
6100,40,2,2,1,41.96846499,-87.69351433
6101,47,2,0,1,41.96120112,-87.68882008
6102,41,2,2.321928095,2.807354922,41.97553334,-87.84634501
6103,20,2,5.087462841,3,41.8084788,-87.66666056
6104,35,2,3,3,41.95936924,-87.7172136
6105,35,2,1.584962501,3,41.92985508,-87.70892593
6106,40,1,4.087462841,3.169925001,41.97872452,-87.69886844
6107,40,1,4.247927513,3.169925001,41.98077828,-87.69922862
6108,40,1,3.584962501,3.169925001,41.98610026,-87.69910913
6109,35,1,0,3.321928095,41.96835281,-87.72796934
6110,35,1,0,3.459431619,41.95753843,-87.71317531
6111,35,1,3.321928095,3.459431619,41.93060513,-87.70968937
6112,35,1,3.169925001,3.459431619,41.95008323,-87.71440291
6113,35,1,3.807354922,3.459431619,41.95796774,-87.71901855
6114,35,1,1.584962501,3.459431619,41.96274536,-87.72458524
6115,35,1,0,3.459431619,41.93269234,-87.70851728
6116,42,2,1.584962501,0,41.88131456,-87.61762921
6117,2,2,2.321928095,0,41.91097287,-87.67860943
6118,2,2,2.807354922,0,41.9104368,-87.67776102
6119,1,2,2.584962501,0,41.90996636,-87.67730432
6120,42,2,2,0,41.88837156,-87.62251409
6121,42,2,3.169925001,0,41.88833327,-87.62223599
6122,42,2,2,0,41.88796454,-87.61922466
6123,42,2,1,0,41.88755113,-87.61735601
6124,42,2,3,0,41.8873316,-87.61735758
6125,42,2,2.321928095,0,41.8874937,-87.61919602
6126,42,2,0,0,41.88792763,-87.62221059
6127,42,2,1.584962501,0,41.8879732,-87.62257424
6128,42,2,1.584962501,0,41.88583118,-87.62249232
6129,42,2,2.321928095,0,41.88689202,-87.62251587
6130,42,2,3.700439718,0,41.88969871,-87.62527088
6131,42,2,3.169925001,0,41.88989056,-87.62426164
6132,42,2,2,0,41.89274821,-87.6146868
6133,42,2,1.584962501,0,41.89111833,-87.61438468
6134,42,2,1,0,41.8894184,-87.61427019
6135,42,2,2.321928095,0,41.88709207,-87.61413825
6136,42,2,2,0,41.88709207,-87.61413825
6137,1,2,1,2.584962501,41.91896009,-87.69656478
6138,1,2,2,2.321928095,41.9155422,-87.71910505
6139,1,2,3.584962501,3,41.8958062,-87.67683058
6140,4,2,2,3.169925001,41.80948543,-87.60671082
6141,4,2,2.584962501,3.169925001,41.84144987,-87.61580634
6142,4,1,1,3.321928095,41.87548164,-87.63217765
6143,1,1,0,3.321928095,41.92257682,-87.68765519
6144,1,1,0,3.321928095,41.90794941,-87.68701083
6145,1,1,4,3.321928095,41.91215211,-87.68741582
6146,1,1,3.169925001,3.321928095,41.91036402,-87.67806272
6147,1,1,1.584962501,3.584962501,41.90576984,-87.67014293
6148,5,2,3.700439718,0,41.75860901,-87.59572136
6149,27,2,0,0,41.87173646,-87.66659906
6150,27,2,0,0,41.87169752,-87.66906631
6151,27,2,2.807354922,0,41.87165639,-87.67160554
6152,27,2,4.754887502,0,41.87162477,-87.67382426
6153,42,2,0,0,41.87937332,-87.62949764
6154,42,2,2.584962501,0,41.88068672,-87.62951526
6155,42,2,0,0,41.88118519,-87.62952353
6156,42,2,2.584962501,0,41.8869732,-87.62084833
6157,42,2,1.584962501,0,41.89176426,-87.6200869
6158,28,2,2.584962501,0,41.87427435,-87.71095054
6159,37,2,5.672425342,0,41.90960039,-87.73935647
6160,37,2,4.523561956,0,41.90964409,-87.73637433
6161,37,2,4,0,41.90498207,-87.76401406
6162,37,2,3,0,41.90590295,-87.76096978
6163,37,2,2.584962501,0,41.9095269,-87.76069708
6164,37,2,2.321928095,2.584962501,41.90477109,-87.76324002
6165,37,2,2.584962501,2.584962501,41.90050693,-87.75588188
6166,37,2,2.807354922,2.321928095,41.91179547,-87.75559852
6167,37,1,5.554588852,3.700439718,41.90982971,-87.73861096
6168,37,1,4.700439718,4.321928095,41.90986357,-87.7363803
6169,40,2,4.523561956,0,41.97986748,-87.66986275
6170,40,2,4.169925001,0,41.97945957,-87.6698518
6171,6,2,2,0,41.77441312,-87.63181792
6172,20,2,1,0,41.77981675,-87.6351942
6173,20,2,0,0,41.77799887,-87.6351434
6174,13,2,4.169925001,0,41.77425347,-87.771207
6175,12,2,6.06608919,0,41.8341366,-87.66579827
6176,42,2,2.584962501,0,41.8910217,-87.62409634
6177,42,2,2.584962501,0,41.89104786,-87.6226183
6178,42,2,0,0,41.89087183,-87.62140844
6179,10,2,2.321928095,0,41.70778439,-87.57837409
6180,42,2,1,0,41.88843209,-87.62442469
6181,42,2,0,0,41.8918717,-87.62261013
6182,8,2,0,0,41.73910316,-87.58510738
6183,8,2,0,0,41.74066446,-87.58514942
6184,42,2,1.584962501,0,41.8909758,-87.62279767
6185,42,2,1,0,41.88833327,-87.62223599
6186,42,2,0,0,41.88808207,-87.62050117
6187,42,2,2,0,41.88767222,-87.62057394
6188,8,2,0,0,41.74969958,-87.58595724
6189,8,2,1.584962501,0,41.74415164,-87.58594507
6190,8,2,1,0,41.74151087,-87.585894
6191,8,2,0,0,41.74038024,-87.58587147
6192,42,2,0,0,41.88805569,-87.6244676
6193,8,2,2,0,41.73836365,-87.58582377
6194,14,2,4.95419631,0,41.80656511,-87.6845167
6195,8,2,2,0,41.736935,-87.59223313
6196,8,2,1,0,41.73682263,-87.58578342
6197,8,2,2,0,41.73421192,-87.58573489
6198,8,2,2.584962501,0,41.7258881,-87.58555879
6199,8,2,5.459431619,0,41.72225727,-87.58527557
6200,12,2,5.426264755,0,41.82803514,-87.70469773
6201,12,2,5.906890596,0,41.82622161,-87.70465031
6202,48,2,2.584962501,0,41.9892552,-87.65521256
6203,28,2,3.459431619,0,41.87725104,-87.70615923
6204,28,2,2.807354922,0,41.87547952,-87.70611577
6205,28,2,4,0,41.87536326,-87.70581862
6206,28,2,2.321928095,0,41.87595166,-87.70582734
6207,28,2,1,0,41.87427435,-87.71095054
6208,4,2,1.584962501,0,41.8692329,-87.61702003
6209,43,2,1,0,41.90402236,-87.62516042
6210,43,2,1,0,41.93125081,-87.63716177
6211,44,2,1.584962501,0,41.93283601,-87.63609296
6212,46,2,1,0,41.95235864,-87.64488495
6213,46,2,1,0,41.95454324,-87.64538724
6214,8,2,0,0,41.73046105,-87.58491874
6215,8,2,0,0,41.7316566,-87.58494819
6216,8,2,0,0,41.73342432,-87.58498716
6217,42,2,4.64385619,0,41.88579901,-87.62469638
6218,13,2,3.459431619,0,41.78346107,-87.76209063
6219,13,2,3,0,41.78162671,-87.76201557
6220,13,2,3.700439718,0,41.79061267,-87.7721371
6221,13,2,4.321928095,0,41.78877935,-87.77206555
6222,13,2,3.459431619,0,41.78694565,-87.77199437
